key,name,ramo,unidad,state,lat,lng,advance,monto_total_inversion,ciclo,classification,ejercido
'133891K0001,Ampliación de la Biblioteca Rafael Montejano y Aguiñaga,38,"El Colegio de San Luis, A.C.",24,0,0,100.00,32937029.00,2014,,
'1647AYB0002,Adquisición equipo de transporte,47,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,13,0,0,100.00,1455696.00,2016,,
'1405B000001,Adquisición de Sistema de Aire Acondicionado para la Comisión Internacional de Límites de Aguas entre México y Estados Unidos.,5,Sección Mexicana de la Comisión Internacional de Límites y Aguas entre México y Estados Unidos,9,0,0,100.00,1957011.00,2014,,
'1511A3Q0028,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Centros e Institutos de Investigación Científica y Tecnológica (áreas de las ciencias físico matemáticas) en C.U. UNAM.,11,Universidad Nacional Autónoma de México,9,0,0,100.00,44985910.00,2016,,
'1409J2W0005,Programa de Mantenimiento a Infraestructura Portuaria 2015.,9,"Administración Portuaria Integral de Topolobampo, S.A. de C.V.",25,0,0,100.00,11189696.00,2015,,
'1118T4O0014,Mantenimiento de la capacidad de producción de la planta Clorados III del Complejo Petroquímico Pajaritos,18,,30,0,0,100.00,922883427.00,2015,,
'1409J3D0002,Estudio estructural de muelles,9,"Administración Portuaria Integral de Tampico, S.A. de C.V.",28,0,0,100.00,8209300.00,2015,,
'1309JZL0002,Programa de adquisición de equipos de seguridad 2014,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,17792917.00,2014,,
'1450GYR0077,"Adquisición de mobiliario administrativo de la Unidad de Medicina Familiar No. 35, en Monterrey, Nuevo León.",50,Instituto Mexicano del Seguro Social,19,0,0,100.00,881536.00,2014,,
'153890I0001,Proyecto de aprovisionamiento de equipamiento de TICs en las unidades de CIATEJ,38,"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C.",14,0,0,100.00,7459797.00,2015,,
'133890K0002,REACONDICIONAMIENTO GENERAL DE LOS EDIFICIOS DEL CIDETEQ UNIDAD SANFANDILA,38,"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C.",22,0,0,100.00,3856720.00,2014,,
'12095100014,OTROS SERVICIOS RELACIONADOS CON LA OBRA PÚBLICA 2013,9,Dirección General de Puertos,9,0,0,100.00,22038394.00,2014,,
'14312000003,Equipamiento de equipo fotográfico para las brigadas de ejecución.,31,Tribunales Unitarios Agrarios,35,0,0,100.00,185834.00,2015,,
'153891U0001,Laboratorio para Fabricación y Análisis Dimensional de Prototipos 3D con alta precisión,38,"Instituto Nacional de Astrofísica, Óptica y Electrónica",21,19.032079,-98.315106,100.00,26642132.00,2015,,
'11389ZU0003,Creación de un Centro de Manufactura Avanzada y Logística en el Estado de México.,38,Centro de Ingeniería y Desarrollo Industrial,15,19.4,-99.12,100.00,174015628.00,2014,,
'1311A3Q0011,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para Escuelas y Unidades Multidisciplinarias (Equipo de Cómputo).,11,Universidad Nacional Autónoma de México,35,0,0,100.00,50343794.00,2014,,
'0509J3A0004,"REUBICACIÓN DE LÍNEAS DE TRASMISIÓN ELÉCTRICA, EN LA ISLA DEL CAYACAL",9,"Administración Portuaria Integral de Lázaro Cárdenas, S.A. de C.V.",16,17.934254,-102.149137,100.00,88484546.00,2015,,
'1411A3Q0002,Programa de Mantenimiento para las Escuelas y Colegios de Educación Media Superior,11,Universidad Nacional Autónoma de México,35,0,0,100.00,133958328.00,2015,,
'1409JZL0013,Programa de construcción de oficinas operativas y complementarias en la estación de combustibles México 2014-2015,9,Aeropuertos y Servicios Auxiliares,9,19.44623,-99.074543,100.00,19385391.00,2015,,
'1411A3Q0003,Programa de Mantenimiento a Escuelas  y Unidades Multidisciplinarias (FES),11,Universidad Nacional Autónoma de México,35,0,0,100.00,157594834.00,2015,,
'133890X0001,"Adquisición de mobiliario, equipo de administración, de cómputo, educacional, médico y de comunicaciones para el ejercicio 2014",38,Consejo Nacional de Ciencia y Tecnología,9,0,0,100.00,2551192.00,2014,,
'1310LAU0001,"Generación de infraestructura de información geológico-minera y geoquímica escala 1:50,000.",10,Servicio Geológico Mexicano,35,0,0,100.00,74579220.00,2014,,
'0410K2N0004,Construcción de dos reclamadoras de sal y dos transportadores C-1 y C-1E.,10,"Exportadora de Sal, S.A. de C.V.",2,0,0,100.00,195464123.00,2014,,
'1516RJE0005,Equipo de radiocomunicaciones para el proyecto Adaptación de Humedales Costeros del Golfo de México ante los Impactos del Cambio Climático.,16,Instituto Mexicano de Tecnología del Agua,17,0,0,100.00,466194.00,2015,,
'1511A3Q0026,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Centros e Institutos de Investigación Científica y Tecnológica (áreas de las ciencias de la tierra e ingenierías)  en C.U. UNAM.,11,Universidad Nacional Autónoma de México,9,0,0,100.00,51402561.00,2016,,
'1509J3F0002,Programa de adquisición de equipo de protección civil 2015.,9,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",30,0,0,100.00,936023.00,2015,,
'1409JZL0011,Programa de Estudios de pre-inversión para estaciones de combustibles 2015,9,Aeropuertos y Servicios Auxiliares,9,0,0,100.00,9580511.00,2015,,
'1412NBD0003,"Programa Anual de Adquisiciones del HGM,  2014-2015",12,"Hospital General de México ""Dr. Eduardo Liceaga""",9,0,0,100.00,30604686.00,2015,,
'1306E000004,Programa Equipamiento de Unidades Administrativas,6,Servicio de Administración Tributaria,35,0,0,100.00,2263804.00,2014,,
'1411A3Q0008,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para el Nivel Posgrado,11,Universidad Nacional Autónoma de México,35,0,0,100.00,52197691.00,2015,,
'133891I0002,"Equipamiento y actualización  de mobiliario e infraestructura en general de El Colegio de Michoacán, A.C.",38,"El Colegio de Michoacán, A.C.",16,0,0,100.00,14245851.00,2014,,
'1520VSS0002,Ampliación y Remodelación de Almacenes.,20,"Diconsa, S.A. de C.V.",35,0,0,100.00,34885421.00,2015,,
'1411A3Q0013,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para Colegios y Escuelas de Educación Media Superior (Equipo de Cómputo),11,Universidad Nacional Autónoma de México,35,0,0,100.00,51138507.00,2015,,
'1411L3N0003,Equipamiento cinematográfico y académico,11,"Centro de Capacitación Cinematográfica, A.C.",9,0,0,100.00,6571966.00,2014,,
'1512NBQ0001,"Adquisición de Equipo Médico del Hospital Regional de Alta Especialidad del Bajío, 2015.",12,Hospital Regional de Alta Especialidad del Bajío,11,0,0,100.00,27306171.00,2015,,
'14132160024,Conservación y Mantenimiento de la Infraestructura física de la Secretaría de Marina - Armada de México,13,Dirección General de Servicios,34,0,0,100.00,153788310.00,2017,,17094662.00
'1409J3F0011,Dragado de Mantenimiento en el puerto de Coatzacoalcos,9,"Administración Portuaria Integral de Coatzacoalcos, S.A. de C.V.",30,0,0,100.00,92714620.00,2015,,
'1411A3Q0001,Programa de Mantenimiento a Institutos y Centros de Investigación Científica y Humanística.,11,Universidad Nacional Autónoma de México,35,0,0,100.00,158705834.00,2015,,
'1450GYR0067,Adquisición de mobiliario y equipo de administración para las Unidades Administrativas de la Dirección de Administración.,50,Instituto Mexicano del Seguro Social,9,0,0,100.00,501065.00,2014,,
'1310LAU0010,Exploración y evaluación de minerales radioactivos,10,Servicio Geológico Mexicano,35,0,0,100.00,35870272.00,2014,,
'1412NDY0007,"Programa de adquisición de equipos de aire acondicionado para el INSP 2014, sede Tapachula.",12,Instituto Nacional de Salud Pública,7,0,0,100.00,1152367.00,2014,,
'1312NDY0005,Programa de adquisiciones de vehículos y equipo terrestres destinados a servicios públicos y la operación de programas públicos del INSP 2014,12,Instituto Nacional de Salud Pública,17,0,0,100.00,2104311.00,2014,,
'153890M0001,CONSTRUCCION DE CUBICULOS PARA INVESTIGADORES SEDE AGUASCALIENTES,38,"Centro de Investigación y Docencia Económicas, A.C.",1,21.8946667,-102.350083,100.00,8738619.00,2015,,
'13389ZW0003,Programa de Adquisiciones 2014,38,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",2,0,0,100.00,44076786.00,2014,,
'133890E0003,Acreditación NADCAP para atracción de proyectos especializados de la industria aeroespacial,38,"Centro de Investigación en Materiales Avanzados, S.C.",8,0,0,100.00,5718235.00,2014,,
'133890K0001,ADECUACIÓN Y EQUIPAMIENTO DE INSTALACIONES (LABORATORIOS PARA PROYECTOS DE INVESTIGACIÓN Y ESPACIOS PARA DOCENCIA) PARA EL DESARROLLO DE LAS ACTIVIDADES DE FORMACIÓN POSGRADUADA DE RECURSOS HUMANOS DE ALTO NIVEL.,38,"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C.",22,0,0,100.00,7713437.00,2014,,
'143890W0004,Amplación de la Infraestructura de Docencia en la Sede Sureste,38,Centro de Investigaciones y Estudios Superiores en Antropología Social,7,16.75669,-92.67391,100.00,6601685.00,2015,,
'1512NCD0002,"Programa Anual de Adquisiciones de Mobiliario y Equipo de Administración, educacional y recreativo y otros Equipos 2015",12,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,9,0,0,100.00,13202349.00,2015,,
'1416RHQ0003,Adquisición de Vehículos para la CONAFOR.,16,Comisión Nacional Forestal,35,0,0,100.00,109821382.00,2014,,
'1311L8K0007,Adquisición de vehículos para la actualización del parque vehicular para servicios institucionales.,11,"El Colegio de México, A.C.",9,0,0,100.00,300207.00,2014,,
'15389ZW0001,Programa de Adquisiciones 2015,38,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",2,0,0,100.00,21313162.00,2015,,
'1411MDC0003,Programa de Televisión,11,Instituto Mexicano de Cinematografía,9,0,0,100.00,3452379.00,2015,,
'14096340010,Libramiento Carretera Nextipac.,9,Centro SCT Jalisco,14,20.801814,-103.495494,100.00,110191968.00,2017,,2343894.00
'1409J2U0004,Estudios y proyectos de preinversión y Servicios relacionados con la obra pública,9,"Administración Portuaria Integral de Progreso, S.A. de C.V.",31,0,0,100.00,5328426.00,2015,,
'1420VSS0012,Ampliación de Almacenes de la Sucursal Sur,20,"Diconsa, S.A. de C.V.",35,0,0,100.00,9176249.00,2015,,
'1411L4J0003,"Programa Anual de Adquisiciones de Tecnologías de la Información y las Comunicaciones para Laboratorios y Aulas del Cinvestav, financiado con recursos fiscales y Propios.",11,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,35,0,0,100.00,82484631.00,2015,,
'1311A3Q0017,Programa de Mantenimiento a Institutos y Centros de Investigación,11,Universidad Nacional Autónoma de México,35,0,0,100.00,129512518.00,2014,,
'1309JZL0012,Programa de adquisición de computadores de flujo para sistemas SCADA de estaciones de combustibles 2014,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,23698325.00,2014,,
'133890K0003,CONTRIBUCIÓN A LA SOSTENIBILIDAD ENERGÉTICA DE LA INFRAESTRUCTURA FÍSICA DEL CIDETEQ MEDIANTE LA INTEGRACIÓN DE SISTEMA DE ENERGÍA RENOVABLE PARA EL SUMINISTRO DE ENERGÍA ELÉCTRICA.,38,"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C.",22,0,0,100.00,5509598.00,2014,,
'133891Q0004,Equipamiento de laboratorios y áreas de trabajo experimental y de servicios para la investigación 2014,38,"Instituto de Ecología, A.C.",30,0,0,100.00,4022007.00,2014,,
'133890O0001,"Construcción de la segunda etapa de los laboratorios de mejoramiento acuicola, y de sanidad e inocuidad acuicola y pesquera de la Unidad Nayarit CIBNOR.",38,"Centro de Investigaciones Biológicas del Noroeste, S.C.",18,0,0,100.00,28591170.00,2014,,
'1411A3Q0016,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para Centros y Recintos de Difusión Cultural (Equipo de Cómputo).,11,Universidad Nacional Autónoma de México,35,0,0,100.00,52078241.00,2015,,
'1409J2R0002,Mantenimiento y rehabilitación de la infraestructura portuaria de los Puertos de Ensenada y El Sauzal B.C. 2014,9,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",2,0,0,100.00,14082534.00,2014,,
'1409JZL0003,Programa de infraestructura de la red aeroportuaria 2014,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,29296958.00,2014,,
'1311K000001,SOPORTE TECNOLOGICO PARA LA OPERACION DE LOS SERVICIOS EDUCATIVOS DE LA UNIVERSIDAD ABIERTA Y A DISTANCIA DE MEXICO ASI COMO DE LOS CENTROS DE ACCESO Y APOYO UNIVERSITARIO CAAU,11,Universidad Abierta y a Distancia de México,9,0,0,100.00,55888913.00,2014,,
'1412O000001,Programa Anual de Inversión 2014,12,Centro Nacional de Programas Preventivos y Control de Enfermedades,9,0,0,100.00,7931067.00,2014,,
'14389ZU0001,NAVE DE PROTOTIPOS Y LABORATORIO DE MANUFACTURA EN CIDESI NUEVO LEON,38,Centro de Ingeniería y Desarrollo Industrial,19,25.4654,-100.115442,100.00,33057590.00,2014,,
'1650GYR0073,Programa Nacional de Adquisición de Equipo de Cómputo,50,Instituto Mexicano del Seguro Social,35,0,0,100.00,270584685.00,2017,,30743445.00
'133891W0003,"Construcción y equipamiento del Edificio de Operaciones del CNS, que alojará laboratorios de visualización, áreas de capacitación y espacios para desarrollo.",38,"Instituto Potosino de Investigación Científica y Tecnológica, A.C.",24,22.1489889,-101.035042,100.00,38804738.00,2015,,
'14056130008,Programa de Adquisición de vehículos terrestres para las Representaciones de México en el Exterior.,5,Dirección General de Bienes Inmuebles y Recursos Materiales,33,0,0,100.00,57592795.00,2014,,
'1411B010002,Programa Anual de Adquisiciones de Bienes de Inversión de Canal Once para el año 2014,11,XE-IPN Canal 11,9,0,0,100.00,2556298.00,2015,,
'143890K0005,HABILITACIÓN DE UN LABORATORIO DE INGENIERÍA DE PRODUCTOS.,38,"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C.",22,0,0,100.00,13534203.00,2015,,
'1511A3Q0001,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Recintos y Centros de Difusión y Extensión Cultural (Equipo de Cómputo). UNAM.,11,Universidad Nacional Autónoma de México,35,0,0,100.00,24016023.00,2016,,
'1420VSS0019,Adquisición  e instalación de Econobodegas,20,"Diconsa, S.A. de C.V.",35,0,0,100.00,10240765.00,2014,,
'15065000003,Programa de adquisición de equipo de audio y video para la sala de juicios orales de la PFF.,6,Procuraduría Fiscal de la Federación,9,0,0,100.00,316859.00,2016,,
'1320VSS0009,Programa de Mantenimiento y Rehabilitación de Almacenes,20,"Diconsa, S.A. de C.V.",35,0,0,100.00,69648288.00,2014,,
'1509J2T0002,Programa de Mantenimiento a Infraestructura Portuaria  2015,9,"Administración Portuaria Integral de Mazatlán, S.A. de C.V.",25,0,0,100.00,10656853.00,2015,,
'0510K8V0002,Adquisición espacio y adecuación Oficina Regional Occidente.,10,Instituto Mexicano de la Propiedad Industrial,14,20.710485,-103.413841,100.00,25449336.00,2014,,
'1509J3B0002,Adquisición de terreno aledaño al Faro de campos,9,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",6,0,0,100.00,223794.00,2015,,
'133891U0002,Actualización del Observatorio Astrofísico Guillermo Haro (OAGH) en Cananea Sonora.,38,"Instituto Nacional de Astrofísica, Óptica y Electrónica",26,0,0,100.00,3029066.00,2014,,
'1511A3Q0007,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Educación Superior en nivel licenciatura. (Equipo de Cómputo). UNAM,11,Universidad Nacional Autónoma de México,9,0,0,100.00,45030761.00,2016,,
'1309JZL0015,Construcción de tanque de almacenamiento en la estación de Ciudad del Carmen,9,Aeropuertos y Servicios Auxiliares,4,18.650342,-91.802412,100.00,22036631.00,2014,,
'11095100010,Proyecto de Reordenamiento y Modernizacion del Puerto de Pichilingue,9,Dirección General de Puertos,3,24.273521,-110.32572,100.00,203607736.00,2015,,
'1409J4V0009,"AMPLIACIÓN DE EDIFICIOS DE AULAS DE FORMACIÓN Y CAPACITACIÓN EXISTENTES, EN LAS LA ESCUELAS NÁUTICAS MERCANTES.",9,Fideicomiso de Formación y Capacitación para el Personal de la Marina Mercante Nacional,35,0,0,100.00,23230780.00,2014,,
'1311A2M0001,Reposición de equipo de laboratorio para las actividades de Investigación.,11,Universidad Autónoma Metropolitana,9,0,0,100.00,55524060.00,2014,,
'1406HBW0003,Infraestructura Institucional en oficina Central,6,"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura",16,0,0,100.00,1438675.00,2015,,
'1311A3Q0001,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública para Educación Superior en Facultades,11,Universidad Nacional Autónoma de México,35,0,0,100.00,90555614.00,2014,,
'1450GYR0045,Sustitución de equipo médico en las salas de quirófano de la Unidad Médica de Alta Especialidad No. 71 en el Estado de Coahuila.,50,Instituto Mexicano del Seguro Social,5,0,0,100.00,20635382.00,2014,,
'1312NCD0007,Adquisición de Equipo Médico del Hospital Regional de Alta Especialidad del Bajío 2014,12,Hospital Regional de Alta Especialidad del Bajío,11,0,0,100.00,165177757.00,2014,,
'1511L6I0001,Adquisición de mobiliario especializado para laboratorio,11,Comisión Nacional de Cultura Física y Deporte,9,0,0,100.00,5328426.00,2015,,
'1512NAW0003,Programa de Sustitución de Unidades Generadoras de Vapor del Hospital Juárez de México 2015,12,Hospital Juárez de México,9,0,0,100.00,10758516.00,2015,,
'1312NCG0002,"Mantenimiento a las diferentes áreas del INCMNSZ, 2014.",12,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,9,0,0,100.00,32886883.00,2014,,
'1520VSS0008,Ampliación y remodelación de almacenes,20,"Diconsa, S.A. de C.V.",35,0,0,100.00,52942162.00,2016,,
'13065000001,Programa de Adquisición de la PFF.,6,Procuraduría Fiscal de la Federación,9,0,0,100.00,503833.00,2014,,
'1320VSS0015,"Modernización de equipos de registro de asistencia en Oficinas Centrales, Sucursales, Unidades Operativas y Alamacenes de Diconsa",20,"Diconsa, S.A. de C.V.",35,0,0,100.00,3575198.00,2016,,
'1309JZL0016,Estudios de preinversión para la construcción de la nueva estación de combustibles en el aeropuerto de San José del Cabo,9,Aeropuertos y Servicios Auxiliares,3,0,0,100.00,15338722.00,2014,,
'1416RHQ0009,Adquisición de Mobiliario para la Comisión Nacional Forestal.,16,Comisión Nacional Forestal,35,0,0,100.00,14084434.00,2015,,
'1406HBW0008,Infraestructura Fotovoltaica para la iluminación del camino perimetral en Oficina Central,6,"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura",16,0,0,100.00,2472390.00,2015,,
'1311L8K0005,Equipo de cómputo para la realización de proyectos de investigación.,11,"El Colegio de México, A.C.",9,0,0,100.00,7171293.00,2014,,
'1521W3N0001,"Estudios de Factibilidad Ambiental, Técnica y de Mercado, para las Escalas Náuticas de Santa Rosaliíta Y Topolobampo",21,Fondo Nacional de Fomento al Turismo,35,0,0,100.00,5933736.00,2015,,
'1520VSS0013,"Construcción y Equipamiento del Almacén granelero en la localidad de Perote, Veracruz.",20,"Diconsa, S.A. de C.V.",30,19.49768055,-97.35274166,100.00,96731754.00,2015,,
'1209JZL0027,Ampliación de sala de llegada internacional para separación de flujo de pasajeros en Uruapan,9,Aeropuertos y Servicios Auxiliares,16,0,0,100.00,29833262.00,2014,,
'1511A3Q0027,"Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Educación Superior (Licenciatura), Foráneas. UNAM.",11,Universidad Nacional Autónoma de México,35,0,0,100.00,29810538.00,2016,,
'1520VSS0012,Construcción de anexos a los almacenes Angamacutiro y Almacén Zicuiran en la Sucursal Michoacán,20,"Diconsa, S.A. de C.V.",16,20.13533,-101.69273,100.00,16317773.00,2016,,
'1520VSS0003,Construcción en oficinas de la unidad operativa Poza Rica Veracruz,20,"Diconsa, S.A. de C.V.",30,20.53533,-97.485914,100.00,8653365.00,2015,,
'1420VSS0007,Impermeabilización de techumbres en Oficinas Centrales,20,"Diconsa, S.A. de C.V.",9,0,0,100.00,2172986.00,2014,,
'1420VSS0005,"Construcción de almacén de Unidad Operativa Tuxtla, Sucursal Sureste",20,"Diconsa, S.A. de C.V.",7,16.732845,-93.06154167,100.00,45719465.00,2015,,
'14095100001,Otros servicios relacionados con la obra publica 2014,9,Dirección General de Puertos,9,0,0,100.00,19870230.00,2015,,
'1450GYR0010,"Adquisición de 10 unidades de anestesia intermedia para el servicio de quirófano del Hospital General Regional No. 1 en la Cd. de Obregón y el Hospital General de Zona No. 2 en Hermosillo, Sonora.",50,Instituto Mexicano del Seguro Social,26,0,0,100.00,9250627.00,2014,,
'1411L3N0002,"Opera Prima, película de largometraje.",11,"Centro de Capacitación Cinematográfica, A.C.",9,0,0,100.00,19834554.00,2014,,
'1311L6H0001,Proyecto de consolidación para el equipamiento de laboratorios y talleres del área tecnológica del Nivel Medio Superior del Instituto Politécnico Nacional.,11,Comisión de Operación y Fomento de Actividades Académicas del Instituto Politécnico Nacional,35,0,0,100.00,54895046.00,2014,,
'1209J3L0001,"Adquisición de equipos de comunicación satelital  para la actualización del Sistema de Control Satelital de Trenes, y su interoperabilidad con el Sistema Integral de Administración de Recursos Gubernamentales.",9,"Ferrocarril del Istmo de Tehuantepec, S.A. de C.V.",35,0,0,100.00,48427403.00,2015,,
'13389ZU0002,Fortalecimiento y Desarrollo de Industrias básicas del Hierro y del Acero 2014.,38,Centro de Ingeniería y Desarrollo Industrial,22,0,0,100.00,21707817.00,2014,,
'1309JZL0004,"Estudios de Pre inversión para Construir un Aeropuerto en la Región del Istmo (Ixtepec), Oaxaca, Rehabilitar y Modernizar el Aeropuerto de Atlangatepec, Tlaxcala., Aviación General del Aeropuerto de Hidalgo y  Modernizar el Aeropuerto  el Lencero en Jalapa .",9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,19876426.00,2014,,
'1320VST0010,"Construcción de un Centro de acopio en Villa de Tututepec de Melchor Ocampo, Oaxaca",20,"Liconsa, S.A. de C.V.",20,16.023515,-97.556024,100.00,13293559.00,2014,,
'133891W0002,Construcción y equipamiento del Centro de Innovación y Transferencia del Conocimiento (CITC),38,"Instituto Potosino de Investigación Científica y Tecnológica, A.C.",24,22.1489889,-101.035042,100.00,37113957.00,2015,,
'1508D000002,REESTRUCTURACIÓN DEL LABORATORIO DE QUIMICA DEL CEP-CSAEGRO,8,Colegio Superior Agropecuario del Estado de Guerrero,12,0,0,100.00,1053229.00,2016,,
'1311L9T0002,Adquisición de equipos para sistema de seguridad,11,Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral,9,0,0,100.00,881536.00,2014,,
'1411L4J0006,"Programa Anual de Adquisición de Bienes Muebles, para Laboratorios y Aulas del Cinvestav, Financiado con Recursos Autogenerados.",11,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,35,0,0,100.00,163518532.00,2015,,
'13096480002,Modernización de la carretera Reynosa  Río Bravo (Km. 74+117 al Km. 83+117),9,Centro SCT Tamaulipas,28,25.9993,-98.1428,100.00,516462133.00,2017,,0.00
'1309J2Y0008,Adquisición de RACKS para Bodega Archivo 2014,9,"Administración Portuaria Integral de Altamira, S.A. de C.V.",28,0,0,100.00,1013766.00,2014,,
'1321W3N0003,Mantenimiento y Operación de los Centros Integralmente Planeados del Pacífico Norte.,21,Fondo Nacional de Fomento al Turismo,35,0,0,100.00,60743847.00,2015,,
'1311L4J0005,Programa de adquisición de Tecnologías de la Información y las Comunicaciones (TICs) para laboratorios y aulas del Cinvestav.,11,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,9,0,0,100.00,91491746.00,2014,,
'1010K2N0015,Optimizacion del sistema de vasos de concentracion,10,"Exportadora de Sal, S.A. de C.V.",3,0,0,100.00,22600805.00,2014,,
'1511L6I0002,Programa de Adquisición de Mobiliario,11,Comisión Nacional de Cultura Física y Deporte,9,0,0,100.00,2877350.00,2015,,
'1450GYR0019,"Sustitución de equipo de Rayos X del Servicio de la Unidad Médica de Alta Especialidad (UMAE), Hospital de Gineco Obstetricia (HGO) No. 4 Luis Castelazo Ayala.",50,Instituto Mexicano del Seguro Social,9,0,0,100.00,15338159.00,2014,,
'1509J2R0002,Mantenimiento y rehabilitación de la infraestructura portuaria de los Puertos de Ensenada y El Sauzal B.C. (2015),9,"Administración Portuaria Integral de Ensenada, S.A. de C.V.",2,0,0,100.00,11646438.00,2015,,
'1412NCZ0001,Programa de adquisición de equipo de laboratorio para la Unidad de Experimentación Animal. 2014,12,Instituto Nacional de Pediatría,9,0,0,100.00,5330367.00,2014,,
'143890Y0001,Fortalecimiento de la Infraestructura de los Laboratorios de Manufactura Avanzada.,38,"CIATEQ, A.C. Centro de Tecnología Avanzada",34,0,0,100.00,33057590.00,2014,,
'1309JZL0009,Modernizar el Aeropuerto de Chetumal,9,Aeropuertos y Servicios Auxiliares,23,0,0,100.00,11248396.00,2014,,
'1309JZL0011,Programa de adquisiciones para la atención de emergencias en las estaciones de combustibles 2014,9,Aeropuertos y Servicios Auxiliares,35,0,0,100.00,14887508.00,2014,,
'1310LAU0008,Exploración por Carbón Mineral y Gas Asociado a Yacimientos de Carbón Mineral,10,Servicio Geológico Mexicano,35,0,0,100.00,5279137.00,2014,,
'143891Q0001,Mantenimiento integral de la infraestructura científica del INECOL (Laboratorio del Desierto de Mapimí) 2015,38,"Instituto de Ecología, A.C.",10,0,0,100.00,639411.00,2015,,
'143890E0001,Fortalecimiento a la Infraestructura del Posgrado,38,"Centro de Investigación en Materiales Avanzados, S.C.",8,0,0,100.00,4957331.00,2014,,
'1450GYR0066,Remodelación y redistribución del Servicio de Hemodinamia del Hospital en la UMAE Dr. Antonio Fraga Mouret Hospital de Especialidades del CMN la Raza.,50,Instituto Mexicano del Seguro Social,9,19.4658437,-99.1441226,100.00,1542687.00,2014,,
'1206HBW0003,Actualización y Mejoramiento de la Infraestructura de Seguridad,6,"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura",16,0,0,100.00,1292552.00,2014,,
'1218T0I0003,"Programa de Adquisiciones de mobiliario y equipo para Col. Cd. Madero, Col. Tula y Col. Cadereyta.",18,,35,0,0,100.00,2235996.00,2014,,
'1450GYR0092,"Remodelación de la Unidad Médica de Alta Especialidad, Hospital de Cardiología No. 34 en Nuevo León.",50,Instituto Mexicano del Seguro Social,19,0,0,100.00,3746526.00,2014,,
'1411L6I0004,Programa de adquisición de equipo médico,11,Comisión Nacional de Cultura Física y Deporte,9,0,0,100.00,31522971.00,2015,,
'1511A3Q0004,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Colegios y Escuelas de Educación Media Superior (Equipo de Cómputo). UNAM.,11,Universidad Nacional Autónoma de México,35,0,0,100.00,21222030.00,2016,,
'1511A3Q0021,Programa de Adquisiciones de Bienes no Asociados a la Obra Pública 2016 para Educación Superior (Posgrado). UNAM.,11,Universidad Nacional Autónoma de México,35,0,0,100.00,21544661.00,2016,,
'133890C0003,Proyecto de Ampliación de la Planta Física del CIMAT en Guanajuato.,38,"Centro de Investigación en Matemáticas, A.C.",11,21.041889,-101.260711,100.00,52096910.00,2015,,
'1512NBV0004,Adquisición de Equipo Médico Recursos Cámara de Diputados 2015,12,Instituto Nacional de Cancerología,9,0,0,100.00,5339046.00,2015,,
'153891U0002,Investigación y desarrollo de dispositivos fotovoltaicos orgánicos e híbridos,38,"Instituto Nacional de Astrofísica, Óptica y Electrónica",21,0,0,100.00,2264725.00,2015,,
'1512M7F0001,Programa de adquisiciones 2015 del Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,12,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,9,0,0,100.00,4262741.00,2015,,
